gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
66368,6/30/2021,2021,2,12,INDL,C,D,STD,VRSN,VERISIGN INC,USD,2021Q2,2021Q2,,216.497,112.001,370.738,52.527,147.772,329.405,19.808,14,A,25501.5077,227.69,45102030
66368,9/30/2021,2021,3,12,INDL,C,D,STD,VRSN,VERISIGN INC,USD,2021Q3,2021Q3,,256.869,111.283,370.335,52.527,156.622,334.242,19.566,14,A,22814.1278,205.01,45102030
66686,3/31/2019,2019,1,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2019Q1,2019Q1,,69.907,40.215,255.81,136.166,-6.056,47.095,10.495,14,A,772.9323,19.22,45103020
66686,6/30/2019,2019,2,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2019Q2,2019Q2,,49.126,40.342,252.289,133.474,-2.511,56.167,11.977,14,A,571.6461,14.17,45103020
66686,9/30/2019,2019,3,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2019Q3,2019Q3,,54.889,40.193,265.379,128.789,11.847,79.691,9.956,14,A,582.7985,14.5,45103020
66686,12/31/2019,2019,4,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2019Q4,2019Q4,,84.282,40.207,275.32,130.821,4.584,70.531,10.035,14,A,688.3438,17.12,45103020
66686,3/31/2020,2020,1,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2020Q1,2020Q1,,79.624,40.314,273.239,124.608,0.004,56.37,9.994,14,A,731.6991,18.15,45103020
66686,6/30/2020,2020,2,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2020Q2,2020Q2,,83.984,40.329,268.956,122.298,-2.025,54.954,10.541,14,A,1126.389,27.93,45103020
66686,9/30/2020,2020,3,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2020Q3,2020Q3,,85.931,40.356,271.739,122.902,-1.678,51.439,10.643,14,A,845.8618,20.96,45103020
66686,12/31/2020,2020,4,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2020Q4,2020Q4,,88.394,40.103,269.739,124.748,-1.756,52.928,10.016,14,A,829.33,20.68,45103020
66686,3/31/2021,2021,1,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2021Q1,2021Q1,,70.819,40.015,258.141,123.15,-9.151,50.775,12.244,14,A,980.3675,24.5,45103020
66686,6/30/2021,2021,2,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2021Q2,2021Q2,,66.53,39.81,249.799,122.069,-6.685,52.277,12.096,14,A,1016.7474,25.54,45103020
66686,9/30/2021,2021,3,12,INDL,C,D,STD,OSPN,ONESPAN INC,USD,2021Q3,2021Q3,,58.633,39.966,241.198,118.837,-0.975,52.276,11.359,14,A,750.5615,18.78,45103020
103487,3/31/2019,2019,1,12,INDL,C,D,STD,SAP,SAP SE,USD,2019Q1,2019Q1,,8229.306,1193.65,49343.286,38191.297,-127.952,6836.43,1190.847,11,A,,115.46,45103010
103487,6/30/2019,2019,2,12,INDL,C,D,STD,SAP,SAP SE,USD,2019Q2,2019Q2,,5880.025,1193.65,47463.532,38158.14,645.74,7641.154,1214.876,11,A,,136.8,45103010
103487,9/30/2019,2019,3,12,INDL,C,D,STD,SAP,SAP SE,USD,2019Q3,2019Q3,,6025.691,1193.65,47845.692,37694.92,1337.026,6799.889,962.601,11,A,,117.87,45103010
103487,12/31/2019,2019,4,12,INDL,C,D,STD,SAP,SAP SE,USD,2019Q4,2019Q4,,5963.279,1193.65,49064.072,37765.935,1871.955,9642.027,1448.084,11,A,,133.99,45103010
103487,3/31/2020,2020,1,12,INDL,C,D,STD,SAP,SAP SE,USD,2020Q1,2020Q1,,8588.632,1193.65,47555.044,37504.938,894.466,7165.618,1154.894,11,A,,110.5,45103010
103487,6/30/2020,2020,2,12,INDL,C,D,STD,SAP,SAP SE,USD,2020Q2,2020Q2,,6983.304,1179.6,49036.187,37557.909,997.385,7762.109,1332.31,11,A,,140,45103010
103487,9/30/2020,2020,3,12,INDL,C,D,STD,SAP,SAP SE,USD,2020Q3,2020Q3,,8729.364,1179.6,51096.254,37607.66,1909.192,8322.396,1414.824,11,A,,155.81,45103010
103487,12/31/2020,2020,4,12,INDL,C,D,STD,SAP,SAP SE,USD,2020Q4,2020Q4,,6401.805,1179.579,52468.042,37781.619,2400.668,9702.719,1466.761,11,A,,130.39,45103010
103487,3/31/2021,2021,1,12,INDL,C,D,STD,SAP,SAP SE,USD,2021Q1,2021Q1,,12126.917,1179.579,55405.647,39269.288,1220.673,7450.801,1374.431,11,A,,122.79,45103010
103487,6/30/2021,2021,2,12,INDL,C,D,STD,SAP,SAP SE,USD,2021Q2,2021Q2,,9206.938,1179.6,53942.105,39101.92,1620.257,7983.418,1563.726,11,A,,140.46,45103010
103487,9/30/2021,2021,3,12,INDL,C,D,STD,SAP,SAP SE,USD,2021Q3,2021Q3,,9206.489,1179.6,55828.897,38787.099,1565.852,7586.059,1440.807,11,A,,135.04,45103010
105394,3/31/2019,2019,1,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2019Q1,2019Q1,,5.211,46.429,10.407,2.216,0.872,7.257,,14,A,369.1106,7.95,45102020
105394,6/30/2019,2019,2,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2019Q2,2019Q2,,6.289,47.253,12.713,2.269,1.738,8.637,,14,A,631.7726,13.37,45102020
105394,9/30/2019,2019,3,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2019Q3,2019Q3,,7.989,47.792,16.577,2.445,2.961,9.008,,14,A,482.6992,10.1,45102020
105394,12/31/2019,2019,4,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2019Q4,2019Q4,,9.664,48.274,19.302,3.817,1.883,9.765,,14,A,489.9811,10.15,45102020
105394,3/31/2020,2020,1,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2020Q1,2020Q1,,9.424,48.713,21.591,3.949,1.541,10.576,,14,A,251.3591,5.16,45102020
105394,6/30/2020,2020,2,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2020Q2,2020Q2,,7.633,49.07,26.08,4.009,-0.219,6.444,,14,A,476.4697,9.71,45102020
105394,9/30/2020,2020,3,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2020Q3,2020Q3,,7.498,49.585,20.785,3.659,-6.152,6.14,,14,A,281.6428,5.68,45102020
105394,12/31/2020,2020,4,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2020Q4,2020Q4,,7.829,49.949,17.25,3.699,-4.312,7.253,,14,A,231.7634,4.64,45102020
105394,3/31/2021,2021,1,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2021Q1,2021Q1,,6.56,50.447,16.289,3.723,-1.624,6.279,,14,A,220.4534,4.37,45102020
105394,6/30/2021,2021,2,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2021Q2,2021Q2,,6.615,50.84,15.824,3.842,-0.931,6.652,,14,A,161.6712,3.18,45102020
105394,9/30/2021,2021,3,12,INDL,C,D,STD,PAYS,PAYSIGN INC,USD,2021Q3,2021Q3,,6.928,51.333,16.143,4.037,-0.271,7.767,,14,A,138.5991,2.7,45102020
105811,6/30/2020,2020,1,3,INDL,C,D,STD,HIVE,HIVE BLOCKCHAIN TECHNLGS LTD,USD,2020Q2,2020Q1,,1.243,344.416,28.265,0.873,1.799,6.58,,14,A,,,45103010
105811,9/30/2020,2020,2,3,INDL,C,D,STD,HIVE,HIVE BLOCKCHAIN TECHNLGS LTD,USD,2020Q3,2020Q2,,5.831,345.671,37.226,0.872,9.21,13.182,,14,A,,,45103010
105811,12/31/2020,2020,3,3,INDL,C,D,STD,HIVE,HIVE BLOCKCHAIN TECHNLGS LTD,USD,2020Q4,2020Q3,,0.973,346.583,54.82,0.873,17.211,14.101,,14,A,,,45103010
105811,3/31/2021,2020,4,3,INDL,C,D,STD,HIVE,HIVE BLOCKCHAIN TECHNLGS LTD,USD,2021Q1,2020Q4,,40.291,367.712,159.055,0.604,14.32,33.831,,14,A,,,45103010
105811,6/30/2021,2021,1,3,INDL,C,D,STD,HIVE,HIVE BLOCKCHAIN TECHNLGS LTD,USD,2021Q2,2021Q1,,26.912,379.61,227.551,14.955,18.592,37.24,,14,A,,,45103010
106086,9/30/2019,2020,1,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2019Q3,2020Q1,,2.912,69.517,-0.589,0,-2.518,0.072,1.107,19,A,,,45103010
106086,12/31/2019,2020,2,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2019Q4,2020Q2,,2.493,77.853,2.179,1.031,-0.98,0.088,0.57,19,A,,,45103010
106086,3/31/2020,2020,3,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2020Q1,2020Q3,,1.667,87.379,2.293,1.556,-1.699,0.282,0.454,19,A,,,45103010
106086,6/30/2020,2020,4,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2020Q2,2020Q4,0.167,3.629,104.202,1.166,0.758,-4.973,0.708,0.484,19,A,,,45103010
106086,9/30/2020,2021,1,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2020Q3,2021Q1,0.148,7.48,113.264,6.571,0.708,-3.975,2.001,,19,A,,,45103010
106086,12/31/2020,2021,2,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2020Q4,2021Q2,0.13,2.987,119.203,1.437,0.658,-8.996,3.569,,19,A,,,45103010
106086,3/31/2021,2021,3,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2021Q1,2021Q3,0.111,72.584,144.348,99.604,0.608,-68.563,60.437,,19,A,,,45103010
106086,6/30/2021,2021,4,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2021Q2,2021Q4,0.092,193.933,156.222,186.915,0.559,30.046,109.049,,19,A,2666.7095,17.07,45103010
106086,9/30/2021,2022,1,6,INDL,C,D,STD,VYGVF,VOYAGER DIGITAL LTD,USD,2021Q3,2022Q1,40.102,103.989,162.497,229.039,82.608,-28.917,81.507,,19,A,1624.97,10,45103010
107446,3/31/2019,2019,3,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2019Q1,2019Q3,,17.015,11.673,70.421,18.56,1.268,17.127,0.514,14,A,75.9912,6.51,45103010
107446,6/30/2019,2019,4,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2019Q2,2019Q4,,17.366,11.664,67.049,16.85,3.498,17.293,0.714,14,A,65.2018,5.59,45103010
107446,9/30/2019,2020,1,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2019Q3,2020Q1,,17.622,11.724,68.471,16.675,-1.828,13.572,0.673,14,A,66.0647,5.635,45103010
107446,12/31/2019,2020,2,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2019Q4,2020Q2,,22.083,11.753,69.231,16.31,0.586,15.69,0.455,14,A,47.012,4,45103010
107446,3/31/2020,2020,3,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2020Q1,2020Q3,,15.742,11.791,65.829,15.398,1.001,13.531,,14,A,29.4775,2.5,45103010
107446,6/30/2020,2020,4,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2020Q2,2020Q4,,20.167,11.875,68.357,14.908,1.178,13.579,0.341,14,A,32.0625,2.7,45103010
107446,9/30/2020,2021,1,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2020Q3,2021Q1,,24.885,11.742,63.35,14.55,0.718,12.647,0.086,14,A,34.4041,2.93,45103010
107446,12/31/2020,2021,2,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2020Q4,2021Q2,,32.004,11.453,63.736,14.271,-0.242,13.122,0.11,14,A,43.5214,3.8,45103010
107446,3/31/2021,2021,3,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2021Q1,2021Q3,,30.599,11.307,62.751,14.024,-0.624,13.784,0.235,14,A,44.4365,3.93,45103010
107446,6/30/2021,2021,4,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2021Q2,2021Q4,,33.705,11.265,63.129,13.421,1.926,15.368,0.243,14,A,53.0582,4.71,45103010
107446,9/30/2021,2022,1,6,INDL,C,D,STD,NTWK,NETSOL TECHNOLOGIES INC,USD,2021Q3,2022Q1,,27,11.245,59.879,12.7,0.188,13.421,0.275,14,A,51.5021,4.58,45103010
108348,3/31/2019,2019,1,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2019Q1,2019Q1,,10.699,109.765,188.897,180.606,-15.834,13.069,2.552,19,A,499.4308,4.55,45103010
108348,6/30/2019,2019,2,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2019Q2,2019Q2,,3.378,111.652,193.092,181.749,-14.79,16.876,3.625,19,A,291.4117,2.61,45103010
108348,9/30/2019,2019,3,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2019Q3,2019Q3,,5.247,133.925,161.089,180.557,-25.119,16.083,3.139,19,A,172.7633,1.29,45103010
108348,12/31/2019,2019,4,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2019Q4,2019Q4,,4.447,139.06,4.071,25.599,-171.027,16.021,3.64,19,A,60.8109,0.4373,45103010
108348,3/31/2020,2020,1,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2020Q1,2020Q1,,3.66,140.277,-7.052,24.672,-9.424,20.055,2.991,19,A,57.7941,0.412,45103010
108348,6/30/2020,2020,2,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2020Q2,2020Q2,,3.336,140.325,-13.075,24.246,-13.863,16.105,2.394,19,A,87.0155,0.6201,45103010
108348,9/30/2020,2020,3,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2020Q3,2020Q3,,3.41,140.758,-18.043,24.119,-27.007,16.531,2.414,19,A,95.265,0.6768,45103010
108348,12/31/2020,2020,4,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2020Q4,2020Q4,,8.275,140.269,-14.077,24.041,5.633,16.946,2.535,19,A,82.7587,0.59,45103010
108348,3/31/2021,2021,1,12,INDL,C,D,STD,TEUM,PARETEUM CORP,USD,2021Q1,2021Q1,,2.098,142.206,-17.81,22.747,-6.551,15.466,1.999,19,A,65.4005,0.4599,45103010
108630,3/31/2019,2019,1,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2019Q1,2019Q1,,0.006,45.573,-0.788,0,-0.053,0,0,19,A,3.4772,0.0763,45102030
108630,6/30/2019,2019,2,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2019Q2,2019Q2,,0.476,67.023,0.319,0,-0.069,0,0,19,A,5.697,0.085,45102030
108630,9/30/2019,2019,3,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2019Q3,2019Q3,,0.413,67.023,0.276,0,-0.043,0,0,19,A,5.898,0.088,45102030
108630,12/31/2019,2019,4,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2019Q4,2019Q4,0,0.383,67.023,0.248,0,-0.028,0,0,19,A,8.0428,0.12,45102030
108630,3/31/2020,2020,1,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2020Q1,2020Q1,,0.327,67.023,0.175,0,-0.073,0,0.002,19,A,8.7465,0.1305,45102030
108630,6/30/2020,2020,2,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2020Q2,2020Q2,,0.869,86.523,2.658,1.967,-0.085,0,0.035,19,A,31.927,0.369,45102030
108630,9/30/2020,2020,3,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2020Q3,2020Q3,,0.696,86.523,2.481,1.967,-0.297,0,0.093,19,A,22.9286,0.265,45102030
108630,12/31/2020,2020,4,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2020Q4,2020Q4,0,0.49,86.523,0.328,0,-2.317,0,0.124,19,A,35.4744,0.41,45102030
108630,3/31/2021,2021,1,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2021Q1,2021Q1,,0.298,86.523,0.112,0,-0.394,0,0.133,19,A,68.2147,0.7884,45102030
108630,6/30/2021,2021,2,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2021Q2,2021Q2,,3.063,91.423,2.881,0,-0.483,0,0.147,19,A,55.96,0.6121,45102030
108630,9/30/2021,2021,3,12,INDL,C,D,STD,OVTZ,OCULUS VISIONTECH INC,USD,2021Q3,2021Q3,,2.707,91.423,2.471,0,-0.579,0,0.296,19,A,37.4834,0.41,45102030
109186,3/31/2019,2019,2,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2019Q1,2019Q2,0,1.182,5.279,-2.343,0,-1.486,7.997,1.935,19,A,6.0709,1.15,45103010
109186,6/30/2019,2019,3,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2019Q2,2019Q3,0,3.387,6.723,-0.5,0,-0.159,10.068,1.849,19,A,6.0507,0.9,45103010
109186,9/30/2019,2019,4,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2019Q3,2019Q4,0,4.295,6.737,-0.645,0,-0.179,9.214,1.736,19,A,7.5454,1.12,45103010
109186,12/31/2019,2020,1,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2019Q4,2020Q1,0,3.511,6.737,-0.749,0,-0.82,8.015,1.59,19,A,8.7581,1.3,45103010
109186,3/31/2020,2020,2,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2020Q1,2020Q2,0,4.586,6.787,-1.118,0,0.095,8.666,1.499,19,A,24.0939,3.55,45103010
109186,6/30/2020,2020,3,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2020Q2,2020Q3,0,6.442,7.922,1.916,0,0.107,7.918,1.511,19,A,37.5503,4.74,45103010
109186,9/30/2020,2020,4,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2020Q3,2020Q4,0,7.619,7.953,2.379,0,0.439,10.154,1.703,19,A,27.0402,3.4,45103010
109186,12/31/2020,2021,1,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2020Q4,2021Q1,,5.845,8,2.744,0,0.632,9.165,1.741,19,A,30.24,3.78,45103010
109186,3/31/2021,2021,2,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2021Q1,2021Q2,,5.425,8.051,2.618,0,0.257,8.711,1.731,19,A,34.2168,4.25,45103010
109186,6/30/2021,2021,3,9,INDL,C,D,STD,SOFO,SONIC FOUNDRY INC,USD,2021Q2,2021Q3,,5.445,8.086,5.338,0,2.646,8.661,1.883,19,A,31.0502,3.84,45103010
109826,3/31/2019,2019,1,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2019Q1,2019Q1,,104.879,64.594,181.296,62.237,20.972,148.404,21.213,14,A,3559.7753,55.11,45103010
109826,6/30/2019,2019,2,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2019Q2,2019Q2,,119.401,64.322,190.487,62.239,20.925,154.341,21.997,14,A,4459.4443,69.33,45103010
109826,9/30/2019,2019,3,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2019Q3,2019Q3,,113.618,63.901,185.579,62.233,27.107,162.275,22.614,14,A,5154.8937,80.67,45103010
109826,12/31/2019,2019,4,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2019Q4,2019Q4,0,110.678,63.457,174.694,62.237,16.758,152.929,21.784,14,A,5060.6958,79.75,45103010
109826,3/31/2020,2020,1,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2020Q1,2020Q1,,75.279,63.496,155.962,62.234,22.53,153.903,23.328,14,A,3163.3707,49.82,45103010
109826,6/30/2020,2020,2,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2020Q2,2020Q2,,123.638,63.519,181.209,62.237,19.204,135.63,19.931,14,A,5983.4898,94.2,45103010
109826,9/30/2020,2020,3,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2020Q3,2020Q3,,166.254,63.526,215.59,62.244,24.966,149.757,20.454,14,A,6066.0977,95.49,45103010
109826,12/31/2020,2020,4,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2020Q4,2020Q4,0,204.705,63.527,246.74,62.252,20.54,147.082,20.563,14,A,6681.7699,105.18,45103010
109826,3/31/2021,2021,1,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2021Q1,2021Q1,,197.166,63.617,230.792,62.244,22.643,156.85,24.26,14,A,7467.3635,117.38,45103010
109826,6/30/2021,2021,2,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2021Q2,2021Q2,,209.343,63.398,237.409,62.246,30.593,166.114,23.213,14,A,9182.5663,144.84,45103010
109826,9/30/2021,2021,3,12,INDL,C,D,STD,MANH,MANHATTAN ASSOCIATES INC,USD,2021Q3,2021Q3,,246.445,63.282,262.508,62.242,36.654,169.185,23.372,14,A,9684.0445,153.03,45103010
110529,3/31/2019,2019,1,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2019Q1,2019Q1,1.675,5.562,12.161,18.912,11.184,-1.117,6.697,1.289,14,A,14.5932,1.2,45103010
110529,6/30/2019,2019,2,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2019Q2,2019Q2,1.565,5.31,12.162,11.556,4.075,-6.982,6.256,1.204,14,A,9.608,0.79,45103010
110529,9/30/2019,2019,3,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2019Q3,2019Q3,1.456,4.251,12.163,11.664,3.794,-0.217,6.113,1.183,14,A,11.1839,0.9195,45103010
110529,12/31/2019,2019,4,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2019Q4,2019Q4,1.395,3.076,12.164,10.116,3.665,-1.379,6.684,0.918,14,A,10.8734,0.8939,45103010
110529,3/31/2020,2020,1,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2020Q1,2020Q1,1.267,2.606,12.195,9.385,3.326,-0.032,6.285,1.063,14,A,9.5121,0.78,45103010
110529,6/30/2020,2020,2,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2020Q2,2020Q2,1.172,4.271,12.195,9.504,3.09,-0.048,6.329,1.011,14,A,13.1706,1.08,45103010
110529,9/30/2020,2020,3,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2020Q3,2020Q3,1.096,3.486,12.195,9.896,2.918,0.136,6.774,1.094,14,A,14.1462,1.16,45103010
110529,12/31/2020,2020,4,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2020Q4,2020Q4,1.025,2.763,12.196,10.622,2.769,0.587,6.964,1.159,14,A,24.0261,1.97,45103010
110529,3/31/2021,2021,1,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2021Q1,2021Q1,0.932,4.292,12.227,10.329,2.544,-0.916,6.46,1.304,14,A,33.3797,2.73,45103010
110529,6/30/2021,2021,2,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2021Q2,2021Q2,0.837,4.896,12.257,10.745,2.31,0.953,6.994,1.284,14,A,29.9071,2.44,45103010
110529,9/30/2021,2021,3,12,INDL,C,D,STD,EVOL,EVOLVING SYSTEMS INC,USD,2021Q3,2021Q3,0.731,3.581,12.258,10.726,2.037,0.075,6.974,1.348,14,A,26.3547,2.15,45103010
111000,3/31/2019,2019,1,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2019Q1,2019Q1,,10.659,29.822,142.944,84.575,7.094,67.155,,14,A,471.1876,15.8,45102010
111000,6/30/2019,2019,2,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2019Q2,2019Q2,,16.682,29.849,140.938,84.213,6.989,73.521,,14,A,501.1647,16.79,45102010
111000,9/30/2019,2019,3,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2019Q3,2019Q3,,16.423,29.857,146.862,83.782,6.909,72.69,,14,A,491.4462,16.46,45102010
111000,12/31/2019,2019,4,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2019Q4,2019Q4,,25.954,29.755,142.869,86.694,2.285,69.106,,14,A,480.2457,16.14,45102010
111000,3/31/2020,2020,1,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2020Q1,2020Q1,,23.28,29.974,147.431,83.786,5.527,69.533,,14,A,381.2693,12.72,45102010
111000,6/30/2020,2020,2,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2020Q2,2020Q2,,37.37,30.049,142.633,83.88,-3.933,52.751,,14,A,406.8635,13.54,45102010
111000,9/30/2020,2020,3,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2020Q3,2020Q3,,43.167,29.986,144.242,84.288,2.986,57.917,,14,A,335.2435,11.18,45102010
111000,12/31/2020,2020,4,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2020Q4,2020Q4,,49.455,29.99,144.39,86.467,0.893,59.281,,14,A,431.5561,14.39,45102010
111000,3/31/2021,2021,1,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2021Q1,2021Q1,,51.105,30.242,146.169,85.438,6.361,63.486,,14,A,495.6664,16.39,45102010
111000,6/30/2021,2021,2,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2021Q2,2021Q2,,52.453,29.829,146.843,85.394,10.532,73.197,,14,A,537.5186,18.02,45102010
111000,9/30/2021,2021,3,12,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,2021Q3,2021Q3,,52.939,29.829,150.471,85.089,8.131,71.894,,14,A,585.245,19.62,45102010
111534,3/31/2019,2019,1,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2019Q1,2019Q1,,258.743,10.237,584.967,0,-7.906,115.366,28.215,14,A,1476.6873,144.25,45103010
111534,6/30/2019,2019,2,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2019Q2,2019Q2,,261.497,10.24,610.872,0,20.394,117.737,27.764,14,A,1467.4944,143.31,45103010
111534,9/30/2019,2019,3,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2019Q3,2019Q3,,375.071,10.267,620.71,0,9.7,119.693,27.457,14,A,1523.3148,148.37,45103010
111534,12/31/2019,2019,4,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2019Q4,2019Q4,,456.727,10.116,611.983,0,12.167,133.531,25.987,14,A,1442.8451,142.63,45103010
111534,3/31/2020,2020,1,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2020Q1,2020Q1,,429.276,9.764,561.677,0,0.657,111.424,26.101,14,A,1153.1284,118.1,45103010
111534,6/30/2020,2020,2,12,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,2020Q2,2020Q2,,420.899,9.686,556.743,0,3.387,110.584,25.867,14,A,1145.7569,118.29,45103010
